,train_loss,validation_loss,train_correlation,validation_correlation,lr
0,11887570.225585938,389723.5720214844,0.36148413240372457,0.6235819357863748,0.001
1,10577050.208496094,345876.5700683594,0.4593772933114534,0.6317832265840875,0.001
2,9954505.221191406,319218.064453125,0.5068500677903645,0.6593728030982303,0.001
3,9183522.452148438,363395.95654296875,0.5556399518164579,0.6609474939894161,0.001
4,9097973.758300781,344968.21826171875,0.5714644421274991,0.6551029617711857,0.001
5,7753080.3671875,309945.4958496094,0.6495914481008664,0.679602284102505,0.0001
6,7232185.329833984,322577.8132324219,0.6782844408308891,0.6720975530960294,0.0001
7,6786033.457275391,323292.4685058594,0.7060735782295771,0.666689910321514,0.0001
8,6371727.611328125,325927.3542480469,0.7243236636915495,0.6664513547073423,1e-05
9,6395069.096435547,327277.14794921875,0.7259752321658374,0.6655258523898108,1e-05
10,6465356.0146484375,327351.7595214844,0.7234902546824061,0.6654008923373984,1.0000000000000002e-06
11,6428725.185424805,327363.9733886719,0.7272098318498804,0.6653077785405088,1.0000000000000002e-06
12,6471048.708984375,327328.6494140625,0.7257724056951771,0.6653055002375068,1.0000000000000002e-07
13,6376250.016845703,327316.52490234375,0.7283336158987894,0.665303863571666,1.0000000000000002e-07
