,train_loss,validation_loss,train_correlation,validation_correlation,lr
0,9065804.732421875,328471.12841796875,0.5103958902902453,0.6866297414646273,0.0001775698391135
1,8026871.654785156,330037.0712890625,0.5860052537537699,0.6875927204785144,0.0001775698391135
2,7671143.5595703125,337420.99365234375,0.6107686054493972,0.6875407024730247,0.0001775698391135
3,6898167.9990234375,321407.39794921875,0.6587613917531557,0.695382937892351,5.327095173405e-05
4,6555322.2333984375,329492.521484375,0.6825561630862013,0.6900968995205037,5.327095173405e-05
5,6045059.178466797,342141.6982421875,0.7103448929283344,0.6797984077483904,5.327095173405e-05
6,5371381.645996094,351227.72509765625,0.7498794278561394,0.6679083143318632,1.5981285520215e-05
7,4954785.807861328,358209.6240234375,0.7717769506955798,0.662751800613967,1.5981285520215e-05
8,4674250.887451172,363446.34228515625,0.7884214848578789,0.6581996088316128,4.7943856560645e-06
9,4608267.829589844,368457.41455078125,0.7913279390892037,0.6516287103904796,4.7943856560645e-06
10,4512963.227661133,372414.78759765625,0.7970120138876181,0.6501831660653029,1.4383156968193498e-06
11,4443943.060180664,373804.806640625,0.7998564720791956,0.6499355022702213,1.4383156968193498e-06
12,4444570.277099609,373717.16845703125,0.8003439965531793,0.6485248343161887,4.3149470904580494e-07
13,4370689.154663086,374862.09814453125,0.8028268684812074,0.6485503091856785,4.3149470904580494e-07
14,4387629.865356445,374669.775390625,0.8030179037649995,0.6482839873508233,1.2944841271374148e-07
15,4434222.558349609,374633.982421875,0.8012444353974835,0.6480227364855138,1.2944841271374148e-07
