,train_loss,validation_loss,train_correlation,validation_correlation,lr
0,9411076.25415039,350941.8818359375,0.4827708341640849,0.6624856330971481,0.0001775698391135
1,7559348.493408203,333120.0849609375,0.6169843707688262,0.6825388024519964,0.0001775698391135
2,6447377.646972656,335445.552734375,0.6878768660469251,0.680504333382536,0.0001775698391135
3,5418685.080566406,357996.1076660156,0.7478428577522593,0.6556666385392964,0.0001775698391135
4,4344431.750610352,350869.99853515625,0.8065841470816726,0.6684216890606374,5.327095173405e-05
5,3624845.739379883,360862.37353515625,0.8416242139455032,0.6618269340164517,5.327095173405e-05
6,3202470.564880371,363512.7546386719,0.86332291618698,0.6553691159585748,1.5981285520215e-05
7,2983915.648376465,365757.1669921875,0.8730670361407143,0.6556772847807824,1.5981285520215e-05
8,2932909.3962402344,368894.4343261719,0.8768840506443419,0.6524747027695874,4.7943856560645e-06
9,2923561.4887695312,370110.896484375,0.8769544943899441,0.6495728295362546,4.7943856560645e-06
10,2900861.0794677734,371297.716796875,0.878338344786415,0.6492427939678651,1.4383156968193498e-06
11,2866694.78326416,371701.1955566406,0.879590448768552,0.6486909310117233,1.4383156968193498e-06
12,2870630.849761963,372041.7587890625,0.87903603918264,0.6484271278380309,4.3149470904580494e-07
13,2839154.588256836,372181.2687988281,0.8801654082713138,0.6483877934368635,4.3149470904580494e-07
14,2822630.455291748,372252.87841796875,0.8812879741634458,0.6483562982586775,1.2944841271374148e-07
15,2900508.357574463,372271.4228515625,0.8782322216004932,0.6483971571655721,1.2944841271374148e-07
