,train_loss,validation_loss,train_correlation,validation_correlation,lr
0,10725694.685546875,340783.2255859375,0.43309948431592393,0.681179698614925,0.0002176354024266
1,9787063.748535156,349986.74658203125,0.5093159817155709,0.6903864171456613,0.0002176354024266
2,9523275.654296875,340566.27001953125,0.5299007134498098,0.7011214855492554,0.0002176354024266
3,9192283.013427734,380756.23046875,0.5497646384569473,0.6999601834674954,0.0002176354024266
4,9167517.602539062,327447.2021484375,0.5582443910079149,0.6938230919667814,0.0002176354024266
5,8785378.808105469,341162.1748046875,0.581044985377431,0.685208368294237,0.0002176354024266
6,8514172.506347656,335282.6689453125,0.597674553708564,0.6842858037338904,0.0002176354024266
7,7806558.873046875,334839.2412109375,0.6405448193545056,0.6869405945986813,2.1763540242660003e-05
8,7421361.985839844,344677.9169921875,0.6623046364932642,0.6777422340738972,2.1763540242660003e-05
9,7311771.355224609,345513.90283203125,0.6683890344339042,0.6777916797373478,2.1763540242660002e-06
10,7265423.030029297,344902.47021484375,0.6724963636685208,0.6774791312055402,2.1763540242660002e-06
11,7352964.267089844,344980.068359375,0.6693885431127015,0.677431556986898,2.1763540242660002e-07
12,7357964.271484375,345103.6005859375,0.6697038819430543,0.6772695360205747,2.1763540242660002e-07
