,train_loss,validation_loss,train_correlation,validation_correlation,lr
0,8836820.615234375,313902.79626464844,0.5251681031852875,0.7060266144033766,8.858588421819022e-05
1,7637145.7314453125,312092.61767578125,0.6130399646036391,0.7039196301861022,8.858588421819022e-05
2,6826656.594482422,307523.42639160156,0.6621826093977972,0.713900895642892,8.858588421819022e-05
3,6184255.048583984,337746.1882324219,0.7043333720426052,0.6937191660341859,8.858588421819022e-05
4,5317303.116943359,334662.9699707031,0.7529011730921689,0.6819555795629126,8.858588421819022e-05
5,4083846.7384033203,336385.9096069336,0.8193473418770847,0.6808011725292566,1.7717176843638044e-05
6,3631256.305114746,346692.7126464844,0.8416815591183993,0.67683849094593,1.7717176843638044e-05
7,3350217.8603515625,341655.2932128906,0.8564860268095202,0.6756733181674741,3.543435368727609e-06
8,3121187.7573242188,343028.2429199219,0.8665610411628837,0.6744437212270102,3.543435368727609e-06
9,3144369.636291504,342635.3966064453,0.8660530647097415,0.6750348705649506,7.086870737455219e-07
10,3309520.9497680664,343406.4704589844,0.8593223942574459,0.6747949602308432,7.086870737455219e-07
11,3120905.9588012695,343644.3399658203,0.8673310300884695,0.6745232254225498,1.4173741474910438e-07
12,3026680.7997436523,343235.5603027344,0.8706975365978559,0.6747150069588463,1.4173741474910438e-07
