,train_loss,validation_loss,train_correlation,validation_correlation,lr
0,10494740.1875,346189.2639160156,0.3810953622855019,0.663363782142745,8.858588421819022e-05
1,8278363.978515625,337359.5555419922,0.5667284818697966,0.6789026119751453,8.858588421819022e-05
2,7541453.296142578,332321.6081542969,0.6158384236990861,0.6868226357639899,8.858588421819022e-05
3,7282775.219482422,370495.82470703125,0.6343912002160478,0.6783802581501328,8.858588421819022e-05
4,6823684.590087891,333015.3564453125,0.6643241876571688,0.6823097800925877,8.858588421819022e-05
5,5789818.6591796875,335135.9245605469,0.726053648100786,0.6776853418103029,1.7717176843638044e-05
6,5489303.926879883,349450.05407714844,0.7432571121041801,0.6720299876676055,1.7717176843638044e-05
7,5124567.354248047,340824.44287109375,0.7629874166343492,0.6728419432625168,3.543435368727609e-06
8,4917013.681884766,342163.78369140625,0.7739675107311441,0.6708178739809708,3.543435368727609e-06
9,4950545.125854492,343445.49365234375,0.7725823225051813,0.6705159373425025,7.086870737455219e-07
10,5026861.950927734,343184.1474609375,0.7698213199378201,0.6705082580573509,7.086870737455219e-07
11,4893611.508911133,343730.59814453125,0.7756270974831454,0.6703740691774609,1.4173741474910438e-07
12,4883009.822631836,343897.95068359375,0.7764321420542173,0.6703055601951693,1.4173741474910438e-07
