,total_loss,avg_loss,correlation,p
laser_best_et,740384.3515625,740.3843515625,0.4284190277888494,6.656527485485142e-46
labse_best_et,848883.9189453125,848.8839189453125,0.4538326227872119,5.807036341133288e-52
bert-cls_last_et,935820.677734375,935.820677734375,0.4664038545392144,3.729304266315275e-55
bert-mean_last_et,891926.5546875,891.9265546875,0.39595455747254893,7.027825062281459e-39
distil_last_et,882785.18359375,882.78518359375,0.4032905404379671,2.1222165732123334e-40
xlmr_best_et,853018.177734375,853.018177734375,0.43219305215517423,9.029168981236335e-47
distil_best_zh,643359.2446289062,643.3592446289063,0.10279929096831562,0.0011324832820519758
laser_best_zh,319822.0632324219,319.8220632324219,0.12260785647675781,0.00010148011024042884
xlmr_last_zh,596264.0698242188,596.2640698242187,0.11558768390075431,0.0002493607911679461
paraphrase_last_zh,625047.9360351562,625.0479360351562,0.11575658848039067,0.00024416450998933934
bert-mean_last_zh,382800.6968078613,382.8006968078613,0.09706444749305308,0.0021201318644167634
bert-cls_best_et,807551.1005859375,807.5511005859375,0.4950370234476473,6.083192340385751e-63
bert-mean_best_et,993939.767578125,993.939767578125,0.4530666457105854,8.998913197866924e-52
paraphrase_last_et,951797.7373046875,951.7977373046875,0.4483180466959882,1.3267136975211528e-50
paraphrase_best_et,1028306.8271484375,1028.3068271484376,0.45265248636404487,1.1398497320016154e-51
xlmr_last_et,899914.6220703125,899.9146220703125,0.3969425376458458,4.408879636329156e-39
labse_best_zh,270856.5554199219,270.85655541992185,0.057151540941564695,0.07083923213603062
distil_best_et,932173.2744140625,932.1732744140625,0.42402512188088803,6.60070524455893e-45
paraphrase_best_zh,660203.5180664062,660.2035180664062,0.13409227117905276,2.0971043509854526e-05
distil_last_zh,618727.3435058594,618.7273435058594,0.13655948461499703,1.4688800985582427e-05
bert-cls_last_zh,406425.0440673828,406.4250440673828,0.08786035401017503,0.005431012006735353
xlmr_best_zh,585501.0771484375,585.5010771484375,0.12478213144984215,7.60574040103837e-05
laser_last_zh,440071.6848144531,440.07168481445314,0.10445754254237692,0.0009391117343916884
laser_last_et,908421.5844726562,908.4215844726563,0.38609691330896123,6.759868568389276e-37
labse_last_zh,388232.2478027344,388.2322478027344,0.04187042461624059,0.18584095021899408
bert-cls_best_zh,350706.10888671875,350.70610888671877,0.09360953510828693,0.003046573032902999
labse_last_et,958916.3530273438,958.9163530273438,0.43010569553965694,2.73439993350466e-46
bert-mean_best_zh,305717.34826660156,305.71734826660156,0.14263499124382534,5.953228661535904e-06
