,total_loss,avg_loss,correlation,p
labse_best_et,959356.1982421875,959.3561982421875,0.4301554479939329,2.66336923820929e-46
laser_last_zh,513869.3037109375,513.8693037109375,0.14998530911575808,1.8979982611532492e-06
distil_last_zh,569535.1826171875,569.5351826171875,0.08638217707958049,0.006269590026812543
distil_best_zh,510621.14587402344,510.62114587402345,0.09184480072141062,0.003650287353490371
bert-mean_last_et,944908.4052734375,944.9084052734376,0.4271188571119803,1.3170536730364121e-45
xlmr_best_zh,475792.9963378906,475.7929963378906,0.122731025976787,9.984836469407181e-05
labse_last_et,948791.2001953125,948.7912001953125,0.4290914893842653,4.671549106638625e-46
xlmr_last_zh,592945.3015136719,592.9453015136719,0.12305535811444421,9.56691235008411e-05
paraphrase_best_zh,510209.169921875,510.209169921875,0.10926132843279152,0.0005377887353443018
bert-cls_last_et,998773.86328125,998.77386328125,0.4727514074410783,8.098974175098863e-57
paraphrase_last_et,883124.8657226562,883.1248657226563,0.4698497369700557,4.710591924392018e-56
xlmr_best_et,789263.576171875,789.263576171875,0.43065576843902686,2.043507878485851e-46
labse_last_zh,286033.35888671875,286.03335888671876,0.13186749254420893,2.875857607616319e-05
distil_best_et,776345.6640625,776.3456640625,0.44692545878656686,2.8972842823323364e-50
paraphrase_best_et,904213.6416015625,904.2136416015625,0.45512902239871417,2.7598083108030643e-52
laser_best_et,782394.34375,782.39434375,0.44648766375288884,3.7008947523900085e-50
bert-cls_best_et,882101.568359375,882.101568359375,0.4971971779777431,1.4658894036433168e-63
bert-mean_last_zh,375869.2263183594,375.8692263183594,0.18109927507651208,8.047881065890379e-09
laser_last_et,780554.2915039062,780.5542915039063,0.4261488982346766,2.18700705364373e-45
bert-mean_best_zh,375037.4943847656,375.03749438476564,0.18163715837930713,7.256736211783363e-09
paraphrase_last_zh,577340.7338867188,577.3407338867188,0.1280210583517907,4.906537374950818e-05
bert-mean_best_et,942969.96484375,942.96996484375,0.4260138762819443,2.346672303410074e-45
bert-cls_last_zh,391430.099609375,391.430099609375,0.15538305275689768,7.912398905158223e-07
laser_best_zh,491601.17041015625,491.60117041015627,0.1400585799978618,8.771606390596933e-06
bert-cls_best_zh,423339.626953125,423.339626953125,0.17949463919027686,1.0938210951645363e-08
xlmr_last_et,847894.9345703125,847.8949345703124,0.4055896055340925,6.958599867713009e-41
labse_best_zh,261809.07470703125,261.80907470703124,0.16213708514056546,2.5368862367836817e-07
distil_last_et,814306.1630859375,814.3061630859376,0.4544989516775697,3.9634440187335875e-52
