,train_loss,validation_loss,train_correlation,validation_correlation,lr
0,9757558.233398438,351964.173828125,0.4511440956971614,0.6661771395090033,8.858588421819022e-05
1,7911730.6103515625,324699.1911621094,0.5915213694673357,0.6922391683844966,8.858588421819022e-05
2,7028289.556152344,323697.1474609375,0.6510098197864348,0.6956280983788257,8.858588421819022e-05
3,5916345.877685547,326961.14599609375,0.7189431926665404,0.6892444130176683,8.858588421819022e-05
4,4982239.0771484375,352736.10693359375,0.773265225329188,0.6694705191203603,8.858588421819022e-05
5,3906960.616088867,350212.2082519531,0.8274978085246562,0.6616698802754619,1.7717176843638044e-05
6,3640977.4169311523,349391.4167480469,0.8417271063164711,0.6666435605746888,1.7717176843638044e-05
7,3338269.8568725586,350926.6198730469,0.855730542802867,0.6639061611042556,3.543435368727609e-06
8,3351863.0213623047,353613.3134765625,0.8565739966779432,0.6617527879757996,3.543435368727609e-06
9,3332480.2658691406,353812.0654296875,0.8571688104434221,0.6605334067802127,7.086870737455219e-07
10,3343590.209777832,354039.6650390625,0.8568681627451005,0.6608959446933642,7.086870737455219e-07
11,3321789.800415039,353947.50390625,0.8576383690473888,0.6607441820349544,1.4173741474910438e-07
12,3328178.5969848633,353961.3410644531,0.8568568742341793,0.6607959914387385,1.4173741474910438e-07
