,total_loss,avg_loss,correlation,p
xlmr_last_zh,614123.083984375,614.123083984375,0.07541324711779719,0.017070267891318328
distil_last_et,908691.208984375,908.691208984375,0.3981071867036071,2.539470493372714e-39
paraphrase_last_et,981148.79296875,981.14879296875,0.41768376000126173,1.705226448638554e-43
laser_best_et,986483.3510742188,986.4833510742187,0.46576290056606806,5.465552118749675e-55
labse_last_et,1000345.1240234375,1000.3451240234375,0.39921903845445084,1.49666731985458e-39
bert-mean_last_zh,447953.80310058594,447.95380310058596,0.07170911580975957,0.023345969033623
bert-cls_best_zh,412326.69384765625,412.32669384765626,0.1538691694278511,1.0143905115159339e-06
bert-cls_last_et,904038.7236328125,904.0387236328125,0.40948917764485826,1.0289820965746013e-41
bert-mean_best_zh,238793.38024902344,238.79338024902344,0.20744003899419747,3.5006866551438706e-11
laser_last_zh,458719.8585205078,458.7198585205078,0.09963575642587436,0.001606790060375223
bert-mean_best_et,802046.9609375,802.0469609375,0.4948690552541173,6.792080402005323e-63
xlmr_best_zh,574296.3145751953,574.2963145751953,0.09137316207997455,0.0038290686013606632
bert-cls_last_zh,530000.8868408203,530.0008868408203,0.06958598393500329,0.027777285295001005
labse_best_zh,325963.84967041016,325.9638496704102,0.13014229996699359,3.661219818161371e-05
paraphrase_best_zh,669928.9360351562,669.9289360351562,0.12974823447976047,3.8671847774229855e-05
bert-mean_last_et,792004.1484375,792.0041484375,0.40674001676766197,3.9698558086475553e-41
distil_best_zh,516596.7414550781,516.5967414550781,0.10395987895896744,0.0009936703132367548
paraphrase_best_et,1009013.2856445312,1009.0132856445313,0.40858102683355557,1.6095831395457926e-41
distil_last_zh,619193.58984375,619.19358984375,0.11917348180708777,0.00015850474492974326
bert-cls_best_et,872572.666015625,872.572666015625,0.5448994136501608,2.0975936686113253e-78
paraphrase_last_zh,642248.0270996094,642.2480270996094,0.13251254259783024,2.6255864565843666e-05
distil_best_et,836041.7607421875,836.0417607421875,0.406636651307002,4.1755596507572726e-41
labse_best_et,1050385.5341796875,1050.3855341796875,0.41790520983376384,1.5239607852793941e-43
xlmr_best_et,860275.701171875,860.275701171875,0.42618692131017966,2.1440251527409643e-45
laser_best_zh,646458.0,646.458,0.11811274719409928,0.00018148027906540173
labse_last_zh,363675.4979248047,363.6754979248047,0.10001326303260048,0.0015418769915818327
xlmr_last_et,831817.58203125,831.81758203125,0.4440515607916991,1.4357293194642973e-49
laser_last_et,940406.6137695312,940.4066137695313,0.37322003708714657,2.091319855376726e-34
