,train_loss,validation_loss,train_correlation,validation_correlation,lr
0,9856773.41796875,343035.7784423828,0.44346375820965556,0.6682735445445355,0.0002365898607368
1,8173724.346191406,331001.42333984375,0.5759491791885027,0.6815328849245804,0.0002365898607368
2,7530114.8251953125,337865.6024169922,0.6175639779820661,0.6820773000797877,0.0002365898607368
3,7266961.760986328,375355.83984375,0.6361634731043858,0.6673917749614964,0.0002365898607368
4,6295770.330566406,344415.0822753906,0.6966353679297389,0.6729633271124008,4.731797214736e-05
5,5832622.950683594,344413.7873535156,0.7239738281734946,0.6660849992094183,4.731797214736e-05
6,5430787.6162109375,350366.1748046875,0.7459183837109964,0.6635343521194655,9.463594429472002e-06
7,5279108.156982422,353760.1164550781,0.7547418698903677,0.6614023762239615,9.463594429472002e-06
8,5049338.798950195,356398.95764160156,0.766924537491006,0.65910671968608,1.8927188858944004e-06
9,5124019.787353516,357238.1082763672,0.7634563311607021,0.658394514265368,1.8927188858944004e-06
10,5180497.003051758,356899.54138183594,0.7616562571891697,0.6583975037501713,3.785437771788801e-07
11,5068316.2197265625,357010.6190185547,0.7665964312929364,0.6583571797510024,3.785437771788801e-07
