,train_loss,validation_loss,train_correlation,validation_correlation,lr
0,9606845.325195312,407635.8798828125,0.46623441633815815,0.6379048440037582,0.0002644042632525
1,7957710.522949219,351807.55859375,0.5918715552524307,0.6607315127281608,0.0002644042632525
2,7028422.3046875,334455.37353515625,0.6536066947445834,0.68210498706437,0.0002644042632525
3,6280107.489746094,351232.20947265625,0.6986079075847007,0.6666975274876112,0.0002644042632525
4,5530831.458496094,357863.72216796875,0.7426536382136368,0.6642796149564107,0.0002644042632525
5,4351717.907348633,381565.873046875,0.8063479790611294,0.6419171028952967,0.00015864255795150001
6,3701824.8989868164,376167.3759765625,0.8389367084780861,0.646226575786698,0.00015864255795150001
7,3099572.0696411133,368247.97607421875,0.8676945556230021,0.6520417807097469,9.518553477090001e-05
8,2847758.5184631348,372109.27392578125,0.8807393216102752,0.6468813413160159,9.518553477090001e-05
9,2659073.8275756836,373217.720703125,0.8892995834075939,0.6481869774378437,5.7111320862540004e-05
10,2551851.775238037,371724.82470703125,0.8946444082567964,0.6483126605047597,5.7111320862540004e-05
11,2563762.2921905518,372148.40966796875,0.8948943676768991,0.647005826347019,3.4266792517524e-05
12,2572073.1246566772,369001.607421875,0.8948090248814715,0.6506184186248076,3.4266792517524e-05
13,2432209.309059143,368759.80078125,0.9003340681394055,0.6510006996229183,2.05600755105144e-05
14,2402459.0683517456,370185.111328125,0.901387199276402,0.648767594968026,2.05600755105144e-05
15,2568873.4435577393,370663.7294921875,0.8946459236564879,0.6493404390713972,1.2336045306308638e-05
16,2439078.0025863647,368439.7734375,0.9005645726179203,0.6510315530294176,1.2336045306308638e-05
17,2500563.1103744507,368248.8564453125,0.8976167334314361,0.6511739399383012,7.401627183785183e-06
18,2483858.8077926636,370134.376953125,0.8985845855457716,0.6496796740241049,7.401627183785183e-06
19,2465802.0495681763,370345.9814453125,0.8998903685913842,0.6492098309901717,4.44097631027111e-06
20,2391806.162612915,369860.26318359375,0.9019031401049478,0.6499392009822105,4.44097631027111e-06
21,2343038.480899811,369884.3037109375,0.9042206228896794,0.649875695387782,2.664585786162666e-06
22,2468662.3627586365,369982.36669921875,0.8998672106873544,0.6498403004175879,2.664585786162666e-06
23,2470529.504348755,369861.56689453125,0.8990885375944193,0.649770118624123,1.5987514716975997e-06
24,2294158.048538208,370131.3642578125,0.9060585928890519,0.6498226054636808,1.5987514716975997e-06
25,2414032.231590271,370538.07421875,0.9013342126756825,0.649262183562549,9.592508830185599e-07
26,2437560.4340019226,370394.53173828125,0.8995801627357214,0.6492052119982088,9.592508830185599e-07
27,2464403.2251701355,370220.03125,0.8990318675190833,0.649424199779005,5.755505298111359e-07
28,2426364.545227051,370383.796875,0.9012541526863196,0.6493724733151767,5.755505298111359e-07
29,2445548.2816734314,370473.25439453125,0.8999065732989978,0.6493337854162398,3.453303178866815e-07
