,train_loss,validation_loss,train_correlation,validation_correlation,lr
0,13423635.186523438,460044.076171875,0.26057929362311166,0.6118254714646709,4.598615473733901e-05
1,11720741.76171875,385405.3718261719,0.42795574144628873,0.6394546311894959,4.598615473733901e-05
2,11027750.83984375,410698.0407714844,0.48238063603294945,0.6477899881802596,4.598615473733901e-05
3,10265088.483886719,373776.3674316406,0.5354302955879876,0.6590638441530445,4.598615473733901e-05
4,9636891.990234375,415489.73486328125,0.5773414348510757,0.6343170727249043,4.598615473733901e-05
5,9122223.882324219,379748.7204589844,0.6109727023898336,0.6417393478056073,4.598615473733901e-05
6,8556388.971191406,370430.95068359375,0.6472760618255077,0.6478445321474979,3.2190308316137305e-05
7,8280187.9208984375,368381.1804199219,0.6643630972347254,0.6496497205798926,3.2190308316137305e-05
8,7886174.2021484375,393093.7941894531,0.6859120037024957,0.6267210867686037,3.2190308316137305e-05
9,7827304.427001953,378646.4482421875,0.6880062771193862,0.6404394525890043,3.2190308316137305e-05
10,7699159.990478516,376391.4637451172,0.6965075116351276,0.6397758145239207,2.2533215821296116e-05
11,7555927.866333008,395240.9304199219,0.7058993007092005,0.6283776408929187,2.2533215821296116e-05
12,7437881.1123046875,382068.9747314453,0.7130893380342618,0.6333784335502397,1.5773251074907284e-05
13,7331042.247802734,375557.86193847656,0.7179215562962339,0.6382926607357882,1.5773251074907284e-05
14,7408509.918457031,389452.767578125,0.7134012956315579,0.6312491248835155,1.10412757524351e-05
15,7256291.873779297,396398.86572265625,0.7236953467495135,0.6275616298723806,1.10412757524351e-05
16,7384452.886230469,383209.6975097656,0.7155988320326976,0.6329019403476303,7.728893026704571e-06
17,7122970.154174805,390462.8156738281,0.7244451719907932,0.6306225926407802,7.728893026704571e-06
18,7207850.811767578,390782.09228515625,0.7252969393411922,0.6310664795654448,5.4102251186932e-06
19,7238274.634277344,387826.3508300781,0.721803030259672,0.6301414104204763,5.4102251186932e-06
20,7165384.039672852,389242.7255859375,0.7270547081863328,0.6316715638409214,3.7871575830852402e-06
21,7134258.960998535,392566.2004394531,0.7275202526348583,0.6281687716516058,3.7871575830852402e-06
22,7112623.462646484,390762.1389160156,0.7296684842788775,0.6300630307991881,2.6510103081596685e-06
23,7240387.622741699,389307.0759277344,0.7247140138786259,0.6293769127466207,2.6510103081596685e-06
24,7233012.720214844,392730.38232421875,0.7241375730012605,0.6284408910248496,1.855707215711768e-06
25,7052348.2236328125,392253.9309082031,0.7312723655503225,0.62886929127893,1.855707215711768e-06
26,7132651.268920898,391989.67431640625,0.7268010485143125,0.6282000443761215,1.2989950509982377e-06
27,7212791.655517578,391439.791015625,0.7251782125256127,0.6288678473466216,1.2989950509982377e-06
28,7156486.557861328,394543.35693359375,0.7266122357598255,0.628548505423352,9.092965356987664e-07
29,7112020.850463867,392103.458984375,0.7292973747928441,0.6283685786997897,9.092965356987664e-07
