,train_loss,validation_loss,train_correlation,validation_correlation,lr
0,14258459.760742188,463002.111328125,0.17877562076852616,0.5629446207414992,4.598615473733901e-05
1,11983481.799804688,457065.57373046875,0.3941795736217742,0.6188739102672731,4.598615473733901e-05
2,11485444.584960938,395316.3291015625,0.4462838889598754,0.6280267580597773,4.598615473733901e-05
3,10844398.612792969,373733.3205566406,0.4896832940693715,0.6405075012395534,4.598615473733901e-05
4,10314173.181640625,389159.60205078125,0.5321931769676902,0.634091920703381,4.598615473733901e-05
5,9747554.553222656,371167.7646484375,0.5718667902924492,0.6356457116512553,4.598615473733901e-05
6,9282765.20703125,414754.1081542969,0.6013992905459513,0.6329849020358895,4.598615473733901e-05
7,8940019.337890625,416879.396484375,0.6273740478047245,0.6412254270202731,4.598615473733901e-05
8,8240157.655761719,383089.80712890625,0.6627827798838186,0.6326870735705514,3.2190308316137305e-05
9,8058162.4892578125,380715.43701171875,0.6735282788402301,0.6336753952205916,3.2190308316137305e-05
10,7939551.739013672,381557.68017578125,0.6798603733923444,0.632349603991182,2.2533215821296116e-05
11,7852219.201171875,383003.93701171875,0.6873742230213334,0.6374901689965478,2.2533215821296116e-05
12,7730957.756591797,382151.1962890625,0.6978274387155009,0.6373853024748073,1.5773251074907284e-05
13,7611409.623046875,379369.9304199219,0.6997083628976496,0.6342141538675735,1.5773251074907284e-05
14,7555822.820068359,386348.1182861328,0.7072502599679212,0.6314744637434142,1.10412757524351e-05
15,7548806.349365234,383269.8142089844,0.7070416880597997,0.6316244143991868,1.10412757524351e-05
16,7498439.4990234375,385915.9870605469,0.7075455796590102,0.6316438706459555,7.728893026704571e-06
17,7291786.864990234,391729.1416015625,0.7188491803297532,0.6258489842663981,7.728893026704571e-06
18,7431384.596923828,388093.92321777344,0.7142683052676867,0.6257569254672624,5.4102251186932e-06
19,7418697.414550781,381523.4602050781,0.7139919230373041,0.6293481144209536,5.4102251186932e-06
20,7241202.0888671875,397556.2947998047,0.7177478626663025,0.622812274547299,3.7871575830852402e-06
21,7359199.409667969,391759.5047607422,0.7174956130052312,0.6239828126321311,3.7871575830852402e-06
22,7253969.474487305,391689.50158691406,0.7195954703647669,0.6247020801683612,2.6510103081596685e-06
23,7356465.718994141,391502.1208496094,0.7146415643770798,0.6247606308119664,2.6510103081596685e-06
24,7320992.333984375,390847.9504394531,0.7183394436101258,0.624367229525145,1.855707215711768e-06
25,7193754.256103516,390092.6472167969,0.7228309408703141,0.6241722092999129,1.855707215711768e-06
26,7272377.861938477,392530.3947753906,0.7183133683830816,0.6235342582309409,1.2989950509982377e-06
27,7308793.433349609,394695.0139160156,0.7195189384594629,0.6233127626807033,1.2989950509982377e-06
28,7243329.219482422,394452.3112792969,0.722144171565055,0.6228068017271762,9.092965356987664e-07
29,7320017.765625,393233.80908203125,0.7190367221290163,0.6227355390519742,9.092965356987664e-07
