,train_loss,validation_loss,train_correlation,validation_correlation,lr
0,9027676.042480469,331970.9697265625,0.5140895857225849,0.6860632675306971,0.0002365898607368
1,8074111.274658203,332520.5068359375,0.5834212542255464,0.6929633393302366,0.0002365898607368
2,7730912.162597656,341779.3212890625,0.6071551861071164,0.6801995775801701,0.0002365898607368
3,6989493.0390625,321938.70263671875,0.6532359989578107,0.6948549874145931,4.731797214736e-05
4,6726183.591552734,324704.39697265625,0.6720252918217631,0.6970515660350423,4.731797214736e-05
5,6303576.9697265625,332258.91748046875,0.6951865340141251,0.687601252005213,4.731797214736e-05
6,5883200.483642578,338167.21875,0.7206493040042717,0.682189674877378,9.463594429472002e-06
7,5617811.492431641,343172.18310546875,0.7346459226646839,0.6794650728067411,9.463594429472002e-06
8,5499374.360107422,343250.73388671875,0.7428890473776408,0.6782465016110142,1.8927188858944004e-06
9,5516610.031494141,343442.27587890625,0.7417736839116401,0.675975142534779,1.8927188858944004e-06
10,5493773.450683594,344107.9306640625,0.7425651085693202,0.6757946287505854,3.785437771788801e-07
11,5457215.239990234,344655.3544921875,0.7440114942847945,0.675644686364586,3.785437771788801e-07
